Index No.,구분,검색어,유의어
Tit_R_767,곡명,step,"step,스텝"
Nam_R_315,아티스트명,Stephanie Poetri,"Stephanie Poetri,StephaniePoetri,스테파니 도허티,스테파니도허티"
Nam_K_170,아티스트명,Steve Aoki,"Steve Aoki,SteveAoki,스티브 아오키,스티브아오키"
Tit_K_551,곡명,Sticker,"Sticker,스티커"
Tit_R_768,곡명,still,"still,스틸러"
Tit_R_769,곡명,stop,"stop,스탑,스톱"
Tit_R_770,곡명,storm,"storm,스톰"
Nam_R_316,아티스트명,Stormzy,"Stormzy,스톰지"
Tit_R_771,곡명,Story,"Story,스토리"
Nam_R_317,아티스트명,Straight No Chaser,"Straight No Chaser,StraightNoChaser,스트레이트 노 체이서,스트레이트노체이서"
Tit_K_552,곡명,Strange,"Strange,스트레인지"
Tit_K_553,곡명,stranger,"stranger,스트레인저"
Tit_K_554,곡명,Strawberry,"Strawberry,스트로베리"
Tit_R_772,곡명,streets,"streets,스트리츠,스트릿츠"
Tit_R_773,곡명,Stronger,"Stronger,스트롱거"
Tit_K_555,곡명,Stuck,"Stuck,스턱"
tag_K_296,태그명,STUDIO CHOOM,"STUDIO CHOOM,STUDIOCHOOM,스튜디오 춤,스튜디오춤"
Nam_R_318,아티스트명,Studio EIM,"Studio EIM,StudioEIM,스튜디오 EIM,스튜디오EIM,스튜디오 이아이엠,스튜디오이아이엠"
Tit_R_774,곡명,stupid,"stupid,스투피드"
Tit_K_556,곡명,Sucker,"Sucker,서커"
Tit_K_557,곡명,sucks,"sucks,썩스"
Tit_R_775,곡명,Suga Mama,"Suga Mama,슈가맘마"
Tit_R_776,곡명,Sugar,"Sugar,슈가"
Tit_K_558,곡명,SugarCrash,"SugarCrash,슈가크래시"
Tit_R_777,곡명,Suitcase,"Suitcase,수트케이스"
Nam_R_319,아티스트명,Suji,"Suji,수지"
Nam_K_171,아티스트명,SUMIN,"SUMIN,수민"
Tit_R_778,곡명,Summer,"Summer,써머,서머"
Nam_R_320,아티스트명,Summer Soul,"Summer Soul,SummerSoul,썸머 소울,썸머소울"
Nam_K_172,아티스트명,Summer Walker,"Summer Walker,SummerWalker,서머워커,서머 워커"
Tit_K_559,곡명,summertime,"Summertime,썸머타임,써머타임"
Nam_R_321,아티스트명,SummerWish,"SummerWish,썸머위시"
Tit_R_779,곡명,sun,"sun,썬,선"
Tit_R_780,곡명,sunbeam,"sunbeam,선번,썬번"
Tit_K_560,곡명,Sundae,"Sundae,선데"
Nam_R_322,아티스트명,Sundara Karma,"Sundara Karma,SundaraKarma,선다라 카르마,선다라카르마"
Tit_R_781,곡명,Sunday,"Sunday,선데이,썬데이"
Nam_R_323,아티스트명,Sunday Moon,"Sunday Moon,SundayMoon,선데이 문,선데이문"
Tit_R_782,곡명,Sunflower,"Sunflower,선플라워,썬플라워"
tag_K_297,태그명,SUNG-AH,"SUNG-AH,SUNGAH,성아"
tag_K_298,태그명,sunmi,"sunmi,선미"
Tit_R_783,곡명,Sunny,"Sunny,서니,써니"
Tit_R_784,곡명,Sunset,"Sunset,선셋,썬셋,썬쎗"
tag_R_124,태그명,SUNSET,"SUNSET,선셋"
Tit_K_561,곡명,Sunshine,"Sunshine,썬샤인,선샤인"
Tit_K_562,곡명,Sunshiny,"Sunshiny,썬샤이니,선샤이니"
Tit_R_786,곡명,SUPADUPA,"SUPADUPA,수파두파"
Tit_K_563,곡명,Supalonely,"Supalonely,슈퍼론리"
Tit_R_787,곡명,super,"super,수퍼"
tag_K_299,태그명,SUPER JUNIOR,"SUPER JUNIOR,SUPERJUNIOR,슈퍼 주니어,슈퍼주니어,슈주"
Nam_R_324,아티스트명,SUPER JUNIOR-D&E,"SUPER JUNIOR,슈퍼주니어"
Tit_K_564,곡명,supercuts,"supercuts,슈퍼컷츠"
Nam_K_173,아티스트명,Superfruit,"Superfruit,Super fruit,수퍼 프루트,수퍼프루트"
Nam_R_325,아티스트명,SuperM,"SuperM,슈퍼엠"
Tit_K_565,곡명,Superman,"Superman,슈퍼맨"
tag_K_300,태그명,SUPERNOVA,"SUPERNOVA,슈퍼노바"
Tit_R_788,곡명,surf,"surf,서프"
Nam_K_174,아티스트명,Surfaces,"Surfaces,서피시스"
Tit_R_789,곡명,Surprise,"Surprise,서프라이즈"
tag_K_301,태그명,SUZY,"SUZY,수지"
Nam_K_175,아티스트명,Swae Lee,"Swae Lee,SwaeLee,스웨 리,스웨리"
tag_K_302,태그명,Swae Lee,"Swae Lee,SwaeLee,스웨 리,스웨리"
Tit_K_566,곡명,Swagga x Wagga,"Swagga x Wagga,Swagga Wagga,SwaggaWagga,스웨거 웨거,스웨거웨거"
Tit_R_790,곡명,Swan,"Swan,스완"
Tit_K_567,곡명,Swear,"Swear,스웨어"
Tit_R_791,곡명,Sweet,"Sweet,스위트"
Tit_K_568,곡명,Sweety,"Sweety,스위티"
tag_K_303,태그명,Swervy,"Swervy,스윌비"
Tit_K_569,곡명,swimming,"swimming,스위밍"
Tit_K_570,곡명,SWIPE,"SWIPE,스와이프"
Nam_K_176,아티스트명,Syd,"Syd,시드"
tag_K_304,태그명,Syd,"Syd,시드"
Nam_R_326,아티스트명,Sylo Nozra,"Sylo Nozra,SyloNozra,사일로 노즈라,사일로노즈라"
Nam_R_327,아티스트명,SZA,"SZA,시저"
tag_K_305,태그명,TAEIL,"TAEIL,태일,NCT 127,NCT127,엔씨티 127,엔씨티127,NCT"
tag_K_306,태그명,TAEMIN,"TAEMIN,태민,샤이니,SHINee"
Nam_R_328,아티스트명,taessl,"taessl,태쓸"
Nam_K_177,아티스트명,TAEYANG,"TAEYANG,태양"
tag_K_307,태그명,TAEYONG,"TAEYONG,태용,엔씨티 127,NCT 127"
tag_K_308,태그명,TAEYOON,"TAEYOON,태윤"
tag_K_309,태그명,TAEYOUNG,"TAEYOUNG,태용,엔씨티 127,엔씨티127,NCT 127,NCT127"
Tit_K_571,곡명,Tag,"Tag,태그"
Nam_K_178,아티스트명,Tainy,"Tainy,타이니"
Tit_K_572,곡명,take,"take,테이크"
Tit_K_573,곡명,Takeaway,"Takeaway,테이크어웨이"
Tit_R_793,곡명,taken,"taken,테이큰"
Tit_K_574,곡명,Taki Taki,"Taki Taki,TakiTaki,타키타키,타키 타키"
Tit_K_575,곡명,Taking,"Taking,테이킹"
Tit_K_576,곡명,Tale,"Tale,테일"
Tit_R_794,곡명,Talk,"Talk,토크"
Tit_K_577,곡명,Tamed-Dashed,"Tamed-Dashed,TamedDashed,태임드 대시드,태임드대시드"
Tit_R_795,곡명,Tango,"Tango,탱고"
Tit_K_578,곡명,Tank,"Tank,탱크"
tag_K_310,태그명,T-ara,"T-ara,Tara,티아라,"
Tit_R_796,곡명,tarot,"tarot,타로"
Tit_K_579,곡명,Taste,"Taste,테이스트"
Nam_R_329,아티스트명,Tate McRae,"Tate McRae,TateMcRae,테이트 맥레이,테이트맥레이"
Tit_K_580,곡명,Tattoos,"Tattoos,타투"
Tit_K_581,곡명,Tayo,"Tayo,타요"
Nam_R_330,아티스트명,Tayo Sound,"Tayo Sound,TayoSound,타요 사운드,타요사운드"
Tit_R_798,곡명,teacher,"teacher,티쳐"
Tit_K_582,곡명,TEAMO,"TEAMO,띠아모"
Tit_K_583,곡명,Tear,"Tear,티어"
Tit_K_584,곡명,Tears,"Tears,티어스"
Tit_R_799,곡명,teddy,"teddy,테디"
Tit_K_585,곡명,Teeth,"Teeth,티쓰"
Tit_R_800,곡명,Telepathy,"Telepathy,텔레파시"
Tit_K_586,곡명,telepatía,"telepatía,텔레파티아"
Tit_K_587,곡명,Tell,"Tell,텔"
Tit_R_801,곡명,teller,"teller,텔러"
Tit_K_588,곡명,Tempest,"Tempest,템페스트"
Tit_R_802,곡명,Tempo,"Tempo,템포"
Tit_K_589,곡명,Tequila,"Tequila,테킬라"
Tit_K_590,곡명,TESSERACT,"TESSERACT,테저렉"
Tit_R_803,곡명,text,"text,텍스트"
Nam_R_331,아티스트명,THAMA,"THAMA,따마"
Tit_K_591,곡명,Than,"Than,댄"
Tit_K_592,곡명,THANKFUL,"THANKFUL,땡크풀"
Tit_R_804,곡명,THANXX,"THANXX,땡쓰,땡스"
Tit_R_805,곡명,that,"that,댓"
Tit_R_806,곡명,The,"The,더,디"
Nam_R_59,아티스트명,The Chainsmokers,"The Chainsmokers,더 체인스모커스"
tag_K_311,태그명,The High Note,"The High Note,TheHighNote,더 하이 노트,더하이노트"
Nam_R_332,아티스트명,The Kid LAROI,"The Kid LAROI,TheKidLAROI,더 키드 라로이,더키드라로이"
tag_K_312,태그명,The Quiett,"The Quiett,TheQuiett,더 콰이엇,더콰이엇"
Nam_R_333,아티스트명,THE SCOTTS,"THE SCOTTS,THESCOTTS,더 스캇츠,더스캇츠"
Nam_R_334,아티스트명,The Script,"The Script,TheScript,더 스크립트"
Nam_R_335,아티스트명,The Strokes,"The Strokes,TheStrokes,스트록스"
Nam_K_179,아티스트명,The Wailers,"The Wailers,TheWailers,더월러스,더 월러스,월러스"
tag_K_313,태그명,The Wailers,"The Wailers,TheWailers,더 웨일러스,더웨일러스"
Nam_R_336,아티스트명,The Weeknd,"The Weeknd,TheWeeknd,위켄드"
Tit_K_593,곡명,THEATRE,"THEATRE,시어터"
Tit_R_807,곡명,therapy,"therapy,테라피,떼라피"
Tit_R_808,곡명,there,"there,데어,데얼"
Tit_K_594,곡명,Therefore,"Therefore,데어포어"
Nam_K_180,아티스트명,THEY.,"THEY.,데이"
Tit_R_809,곡명,thing,"thing,띵"
Tit_R_810,곡명,Things,"Things,띵스"
Tit_R_811,곡명,this,"this,디스"
Tit_K_595,곡명,Thousand,"Thousand,사우전드,싸우전드"
Tit_K_596,곡명,THRILL,"THRILL,쓰릴"
Tit_R_812,곡명,through,"through,thru,쓰루"
Tit_K_597,곡명,Thru,"Thru,쓰루,through"
Tit_R_813,곡명,Thumbs,"Thumbs,떰즈,썸즈"
Tit_R_814,곡명,Thunderclouds,"Thunderclouds,썬더클라우즈"
Tit_R_815,곡명,TIAMO,"TIAMO,티아모,띠아모"
Tit_R_816,곡명,Tick Tock,"Tick Tock,틱톡"
Tit_K_598,곡명,Tied,"Tied,타이드"
Nam_K_181,아티스트명,Tiësto,"Tiësto,Tiesto,티에스토"
Nam_K_182,아티스트명,Tifa Chen,"Tifa Chen,TifaChen,티파첸,티파 첸"
Tit_R_817,곡명,tiger,"tiger,타이터"
tag_K_314,태그명,Tiger JK,"Tiger JK,TigerJK,타이거 JK,타이거JK,타이거 제이케이,타이거제이케이"
Tit_R_818,곡명,Tight,"Tight,타이트,타잇"
Tit_R_819,곡명,Tiki-Taka,"Tiki-Taka,티키타카"
Nam_R_337,아티스트명,TikTok,"TikTok,틱톡"
Tit_R_820,곡명,time,"time,타임"
Tit_R_821,곡명,Timeless,"Timeless,타임리스,타임레스"
Tit_R_822,곡명,Timing,"Timing,타이밍"
Tit_K_599,곡명,TINASHE,"TINASHE,티나셰"
Nam_K_183,아티스트명,Tinashe,"Tinashe,티나세"
Tit_R_823,곡명,tired,"tired,타이어드"
Tit_R_824,곡명,TITANIC,"TITANIC,타이타닉"
tag_K_315,태그명,TJ,"TJ,티제이"
Tit_K_600,곡명,TMI,"TMI,티엠아이"
Tit_R_825,곡명,TO,"TO,투"
Tit_R_826,곡명,Toc Toc Toc,"Toc Toc Toc,톡톡톡"
Tit_K_601,곡명,Today,"Today,투데이"
Tit_K_602,곡명,Together,"Together,투게더"
Nam_R_338,아티스트명,Tom Grennan,"Tom Grennan,TomGrennan,톰 그래넌,톰그래넌"
Nam_R_339,아티스트명,Tomine Harket,"Tomine Harket,TomineHarket,토미니 하켓,토미니하켓"
Nam_K_184,아티스트명,TOMMY YANG,"TOMMY YANG,TOMMYYANG,토미양,토미 양"
tag_K_316,태그명,TOMMY YANG,"TOMMY YANG,TOMMYYANG,타미양"
Tit_R_828,곡명,tomorrow,"tomorrow,투모로우"
tag_K_317,태그명,TOMTOMI,"TOMTOMI,톰토미"
Nam_R_340,아티스트명,Tones And I,"Tones And I,TonesAndI,톤즈 앤 아이,톤즈앤아이"
Tit_K_603,곡명,Tongue,"Tongue,텅"
Tit_R_829,곡명,tonight,"tonight,투나이트,투나잇"
Tit_R_830,곡명,too,"too,투"
Tit_K_604,곡명,Toosie,"Toosie Slide,ToosieSlide,투지슬라이드,투지 슬라이드"
Tit_K_605,곡명,TOOTIMETOOTIMETOOTIME,"TOOTIMETOOTIMETOOTIME,투타임투타임투타임"
Tit_K_606,곡명,Top,"Top,탑,톱"
Nam_K_185,아티스트명,Topic,"Topic,토픽"
Tit_K_607,곡명,Torn,"Torn,톤"
Tit_R_831,곡명,total,"total,토탈,토털"
Tit_R_832,곡명,TOUCH,"TOUCH,터치"
Nam_K_186,아티스트명,TOUT Y EST,"TOUT Y EST,TOUTYEST,투티에"
Tit_R_833,곡명,town,"town,타운"
Tit_K_608,곡명,Toy,"Toy,토이"
Tit_R_834,곡명,track,"track,트랙"
Tit_K_609,곡명,Train,"Train,트레인"
Tit_K_610,곡명,Trampoline,"Trampoline,트램폴린.트램펄린"
Nam_K_187,아티스트명,Travis Barker,"Travis Barker,TravisBarker,트라비스바커,트라비스 바커"
Nam_R_341,아티스트명,Travis Scott,"Travis Scott,TravisScott,트래비스 스콧,트래비스스콧"
Tit_R_835,곡명,treasure,"treasure,트레져"
Tit_R_836,곡명,treat,"treat,트리트,트릿"
Tit_R_837,곡명,tree,"tree,트리"
Tit_K_611,곡명,TREND,"TREND,트렌드"
Tit_R_838,곡명,TRIANGLE,"TRIANGLE,트라이앵글"
Tit_R_839,곡명,trick,"trick,트릭"
Tit_K_612,곡명,TRIGGER,"TRIGGER,트리거"
Tit_K_613,곡명,Triggered,"Triggered,트리거드"
Tit_R_840,곡명,trip,"trip,트립"
Tit_R_841,곡명,trouble,"trouble,트러블"
Nam_R_342,아티스트명,Troye Sivan,"Troye Sivan,TroyeSivan트로이 시반,트로이시반"
tag_K_318,태그명,Truedy,"Truedy,트루디"
Tit_R_842,곡명,TRUST,"TRUST,트러스트"
Tit_K_614,곡명,T-Shirts,"T-Shirts,TShirts,티셔츠"
Tit_R_843,곡명,TT,"TT,티티"
Nam_K_188,아티스트명,Tungevaag,"Tungevaag,퉁게박"
Tit_R_844,곡명,turn,"turn,턴"
Tit_K_615,곡명,Tusa,"Tusa,투사"
tag_R_148,태그명,TV,"TV,티비"
Tit_R_845,곡명,Twenty,"Twenty,트웬티"
Nam_K_189,아티스트명,Twenty One Pilots,"Twenty One Pilots,TwentyOnePilots,21파일롯,21pilots,21 pilots"
tag_K_319,태그명,TWICE,"TWICE,트와이스"
Tit_R_846,곡명,TWILIGHT,"TWILIGHT,트와일라잇"
Tit_K_616,곡명,Twin,"Twin,트윈"
Tit_R_847,곡명,twist,"twist,트위스트"
Nam_K_190,아티스트명,Ty Dolla $ign,"Ty Dolla $ign,TyDolla$ign,타이 달라 사인,타이 달라 사인"
Nam_K_191,아티스트명,Tyga,"Tyga,타이가"
Nam_R_343,아티스트명,"Tyler, The Creator","Tyler,타일러,The Creator,TheCreator,더 크리에이터,더크리에이터"
Tit_K_617,곡명,U Hoo Hoo,"U Hoo Hoo,UHooHoo,유 후 후,유후후"
Tit_K_618,곡명,UGLY,"UGLY,어글리"
Tit_R_848,곡명,Uh-Oh,"Uh-Oh,어오"
tag_K_320,태그명,uju,"uju,우주"
tag_K_321,태그명,U-Kiss,"U-Kiss,Ukiss,유키스"
tag_K_322,태그명,U-KNOW,"U-KNOW,UKNOW,유노윤호"
Nam_R_344,아티스트명,UMI,"UMI,우미"
Tit_K_619,곡명,UN DIA,"UN DIA,UNDIA,운 디아,운디아"
Tit_R_849,곡명,Undecided,"Undecided,언디사이디드"
Tit_R_850,곡명,under,"under,언더"
Tit_K_620,곡명,Underdog,"Underdog,언더독"
Tit_R_851,곡명,underneath,"underneath,언더니스"
Tit_R_852,곡명,underrock,"underrock,언더락,언더록"
Tit_R_853,곡명,universe,"universe,유니버스,유니벌스"
Tit_K_621,곡명,Unknown,"Unknown,언노운"
Tit_K_622,곡명,Unlearn,"Unlearn,언런"
Tit_R_854,곡명,UNNATURAL,"UNNATURAL,언내츄럴"
Tit_R_855,곡명,Unsung,"Unsung,언성,언썽"
Tit_K_623,곡명,Until,"Until,언틸"
Tit_R_856,곡명,Up,"Up,업"
tag_K_323,태그명,Up Star,"Up Star,UpStar,업 스타,업스타"
tag_K_324,태그명,UP10TION,"UP10TION,업텐션"
Nam_K_192,아티스트명,UPSAHL,"UPSAHL,업살,캐머런 업살,테일러 캐머런 업살,캐머런업살,테일러캐머런업살"
Tit_K_624,곡명,Us,"Us,어스"
Tit_K_625,곡명,used,"used,유즈드"
Nam_K_193,아티스트명,Usher,"Usher,어셔"
Tit_R_857,곡명,UTOPIA,"UTOPIA,유토피아"
Nam_R_345,아티스트명,UV,"UV,유브이"
Nam_R_346,아티스트명,V,"V,뷔"
Nam_R_347,아티스트명,V.O.S.,"V.O.S.,브이오에스"
Tit_K_626,곡명,Vacation,"Vacation,베케이션"
Tit_K_627,곡명,Valentine,"Valentine,발렌타인"
Tit_K_628,곡명,VAMOS,"VAMOS,바모스"
Tit_K_629,곡명,Vampire,"Vampire,뱀파이어"
tag_K_325,태그명,VAN.C,"VAN.C,VANC,밴씨"
Nam_K_194,아티스트명,Vance Joy,"Vance Joy,VanceJoy,밴스 조이,밴스조이,반스 조이,반스조이"
Tit_K_630,곡명,Vanilla,"Vanilla,바닐라"
Nam_K_195,아티스트명,VanJess,"VanJess,반제스"
Nam_K_196,아티스트명,vaultboy,"vaultboy,vault boy,볼트보이,볼트 보이"
tag_K_326,태그명,Vcoloring,"Vcoloring,V컬러링"
tag_K_327,태그명,VEAUTIFUL BIEW,"VEAUTIFUL BIEW,VEAUTIFULBIEW,뷰티풀 뷰,뷰티풀뷰"
Tit_R_858,곡명,vegas,"vegas,베가스"
Tit_K_631,곡명,Vegas,"Vegas,베가스"
Nam_R_348,아티스트명,VERIVERY,"VERIVERY,베리베리"
Tit_K_632,곡명,Vibes,"Vibes,바이브스"
Tit_R_859,곡명,Vibez,"Vibez,바이브즈"
Tit_K_633,곡명,Vibin,"Vibin,비빈"
Nam_K_197,아티스트명,Victoria Monèt,"Victoria Monèt,,VictoriaMonèt,,Victoria Monet,,VictoriaMonet,빅토리아 모네,빅토리아모네"
Tit_R_860,곡명,View,"View,뷰"
tag_K_328,태그명,Villain,"Villain,빌런"
Tit_K_634,곡명,vintage,"vintage,빈티지"
Tit_R_862,곡명,VIOLET,"VIOLET,바이올렛"
Tit_R_863,곡명,Violin,"Violin,바이올린"
Nam_K_198,아티스트명,Viral Affair,"Viral Affair,ViralAffair,바이럴 어페어,바이럴어페어"
Nam_K_199,아티스트명,Virginia To Vegas,"Virginia To Vegas,VirginiaToVegas,버지니아 투 베가스,버지니아투베가스"
Tit_K_635,곡명,VIVACE,"VIVACE,비바체"
Tit_R_864,곡명,ViViD,"ViViD,비비드"
tag_K_329,태그명,VIZE,"VIZE,비제"
Tit_K_636,곡명,voice,"voice,보이스"
Tit_K_637,곡명,Volume,"Volume,볼륨"
tag_R_130,태그명,V컬러링레전드,"레전드,legend"
Tit_R_865,곡명,Waiting,"Waiting,웨이팅"
Tit_K_638,곡명,Waits,"Waits,웨이츠"
Tit_R_866,곡명,wake,"wake,웨이크"
Tit_R_867,곡명,walk,"walk,워크"
Tit_K_639,곡명,WALKER,"WALKER,워커"
Tit_R_868,곡명,Walking,"Walking,워킹"
Tit_R_869,곡명,wall,"wall,월"
Nam_R_349,아티스트명,Wallows,"Wallows,왈로우즈"
Tit_K_640,곡명,Wallpaper,"Wallpaper,월페이퍼"
Tit_R_870,곡명,Waltz,"Waltz,월츠"
Tit_R_871,곡명,WANNA,"WANNA,워너"
Tit_R_872,곡명,WANNABE,"WANNABE,워너비"
Tit_K_641,곡명,Wanted,"Wanted,원티드"
Tit_R_873,곡명,war,"war,워"
Tit_R_874,곡명,warm,"warm,웜"
Tit_R_875,곡명,Warning,"Warning,워닝"
Tit_K_642,곡명,WARTIME,"WARTIME,워타임"
Tit_K_643,곡명,Was,"Was,워즈"
Tit_K_644,곡명,Waste,"Waste,웨이스트"
Tit_R_876,곡명,water,"water,워터"
Tit_R_877,곡명,Waterfalls,"Waterfalls,워터폴"
Tit_R_878,곡명,Watermelon,"Watermelon,워터멜론"
Nam_K_200,아티스트명,WATTS,"WATTS,와츠"
Tit_R_879,곡명,Wave,"Wave,웨이브"
tag_K_330,태그명,Waveon Coffee,"Waveon Coffee,WaveonCoffee,웨이브온 커피,웨이브온커피"
Tit_R_880,곡명,Waves,"Waves,웨이브스"
Nam_K_201,아티스트명,wavve,"wavve,웨이브"
Nam_R_350,아티스트명,Wavycake,"Wavycake,웨이비케이크"
tag_K_331,태그명,WAX,"WAX,왁스"
Tit_R_881,곡명,Way,"Way,웨이"
Tit_R_882,곡명,We,"We,위"
tag_K_332,태그명,We all lie,"We all lie,Wealllie,위 올 라이,위올라이"
Tit_K_645,곡명,Weak,"Weak,윅,위크"
Tit_K_646,곡명,weather,"weather,웨더"
Tit_R_883,곡명,wedding,"wedding,웨딩"
Tit_K_647,곡명,WEE WOO,"WEE WOO,WEEWOO,위 우,위우"
Nam_R_351,아티스트명,WEEKDAY,"WEEKDAY,위크데이"
Tit_R_884,곡명,WEEKEND,"WEEKEND,위켄드"
tag_K_333,태그명,Weekly,"Weekly,위클리"
tag_K_334,태그명,WEi,"Wei,위아이"
tag_K_335,태그명,Weki Meki,"Weki Meki,WekiMeki,위키 미키,위키미키"
Tit_K_648,곡명,Welcome,"Welcome,웰컴"
tag_K_336,태그명,WENDY,"WENDY,웬디,레드벨벳,Red Velvet,RedVelvet"
Tit_K_649,곡명,West,"West,웨스트"
Tit_K_650,곡명,WE-YOU,"WE-YOU,WEYOU,WE YOU,위유,위 유"
Tit_R_885,곡명,Whale,"Whale,웨일"
Nam_R_352,아티스트명,Wham!,"Wham!,Wham,왬,웸"
Tit_R_886,곡명,What,"What,왓"
Tit_K_651,곡명,what2do,"what2do,왓투두,왓 투 두"
Tit_R_887,곡명,WHATEVER,"WHATEVER,왓에버"
tag_K_337,태그명,Whee In,"Whee In,WheeIn,휘인"
Tit_K_652,곡명,Wheel,"Wheel,휠"
Tit_R_888,곡명,wheels,"wheels,휠스"
Tit_R_889,곡명,When,"When,웬"
Tit_R_890,곡명,WHENEVER,"WHENEVER,웬에버"
Tit_R_891,곡명,white,"white,화이트"
Nam_K_202,아티스트명,Whitney Houston,"Whitney Houston,WhitneyHouston,휘트니 휴스톤,휘트니휴스톤"
Tit_R_892,곡명,who,"who,후"
Tit_K_653,곡명,Who Dat B,"Who Dat B,WhoDatB,후 댓 비,후댓비"
Tit_R_893,곡명,why,"why,와이"
Nam_R_353,아티스트명,Why Don't We,"Why Don't We,WhyDontWe,와이 돈 위,와이돈위"
Nam_K_203,아티스트명,Wiener Philharmoniker,"Wiener Philharmoniker,WienerPhilharmoniker,빈 필하모니 관현악단"
Tit_R_894,곡명,wife,"wife,와이프"
Tit_K_654,곡명,Wild,"Wild,와일드"
Nam_R_354,아티스트명,Willow Sage Hart,"Willow Sage Hart,WillowSageHart,윌로우 세이지 하트,윌로우세이지하트"
tag_K_338,태그명,WILRO,"WILRO,윌로"
Tit_R_895,곡명,wind,"wind,윈디"
Tit_R_896,곡명,window,"window,원도우"
Tit_K_655,곡명,Windy,"Windy,윈디"
Tit_R_897,곡명,Wings,"Wings,윙스,윙즈"
Nam_R_355,아티스트명,WINNER,"WINNER,위너"
Tit_K_656,곡명,Winners,"Winners,위너스"
Tit_K_657,곡명,Wire,"Wire,와이어"
Tit_R_898,곡명,wish,"wish,위시"
Tit_R_899,곡명,with,"with,위드"
Tit_R_900,곡명,without,"without,위드아웃,위다웃"
Nam_R_356,아티스트명,withus,"withus,위더스"
Nam_K_204,아티스트명,Wiz Khalifa,"Wiz Khalifa,WizKhalifa,위즈 칼리파,위즈칼리파"
Tit_K_658,곡명,Woman,"Woman,우먼"
Tit_R_901,곡명,Wonder,"Wonder,원더"
Tit_R_902,곡명,Wonderful,"Wonderful,원더풀"
Tit_R_903,곡명,WONDERLAND,"WONDERLAND,원더랜드"
tag_K_339,태그명,WONHO,"WONHO,원호"
Tit_K_659,곡명,Woods,"Woods,우즈"
Nam_R_357,아티스트명,WOODZ,"WOODZ,우즈"
tag_K_340,태그명,WOOJAE,"WOOJAE,우재"
Tit_R_904,곡명,Word,"Word,워드"
Tit_R_905,곡명,work,"work,워크"
Tit_R_906,곡명,world,"world,월드"
Tit_K_661,곡명,Worry,"Worry,워리"
Tit_K_662,곡명,Worse,"Worse,월스"
Tit_R_907,곡명,worst,"worst,워스트,월스트"
Tit_R_908,곡명,worth,"worth,월쓰"
Tit_K_663,곡명,WoW,"WoW,와우"
Tit_R_909,곡명,wrap,"wrap,랩"
Tit_R_910,곡명,writing,"writing,라이팅"
Tit_R_911,곡명,wrong,"wrong,롱"
Nam_R_358,아티스트명,X.Q,"X.Q,XQ,엑스큐"
tag_K_341,태그명,Xani,"Xani,산희"
Nam_R_399,아티스트명,XIA,"XIA,시아"
tag_K_342,태그명,XIA,"XIA,시아"
Nam_R_359,아티스트명,XIMON,"XIMON,시몬"
tag_K_343,태그명,XIUMIN,"XIUMIN,시우민,엑소,EXO"
Tit_R_912,곡명,xmas,"xmas,X-Mas,엑스마스,christmas,크리스마스"
Tit_R_913,곡명,XOXO,"XOXO,엑스오엑스오"
tag_K_344,태그명,XRO,"XRO,재로"
Tit_K_664,곡명,Xtra,"Xtra,엑스트라"
Tit_K_665,곡명,XXHOLIC,"XXHOLIC,엑스엑스홀릭,엑스엑스 홀릭"
tag_K_345,태그명,Y,"Y,와이"
Nam_R_360,아티스트명,Y2K,"Y2K,와이투케이"
Tit_K_666,곡명,YACHT,"YACHT,요트"
Nam_K_205,아티스트명,Years & Years,"Years&Years,이어즈앤이어즈,이어즈 앤 이어즈"
tag_K_346,태그명,YEGNY,"YEGNY,최예근"
Tit_R_914,곡명,yellow,"yellow,엘로우"
Tit_K_667,곡명,Yellow Cab,"Yellow Cab,YellowCab,옐로우캡,옐로우 캡"
Tit_R_915,곡명,Yeouido,"Yeouido,여의도"
tag_K_347,태그명,YERI,"YERI,예리"
Tit_R_916,곡명,YES,"YES,예스"
Tit_R_917,곡명,YES or YES,"YES or YES,예스 오어 예스,예스오예스"
tag_K_348,태그명,YESEO,"YESEO,예서"
Tit_R_918,곡명,YESSIR,"YESSIR,에써"
Tit_K_668,곡명,Yesterday,"Yesterday,예스터데이"
Tit_K_669,곡명,Yet,"Yet,옛"
tag_K_349,태그명,YEWON,"YEWON,예원"
Nam_R_361,아티스트명,yey,"yey,예이"
Tit_R_919,곡명,YOLO,"YOLO,욜로"
Nam_R_362,아티스트명,YonYon,"YonYon,욘욘"
Tit_R_920,곡명,YOSEMITE,"YOSEMITE,요새미티"
Tit_R_921,곡명,YOU,"YOU,유"
Tit_R_922,곡명,young,"young,영"
Nam_K_206,아티스트명,Young Adz,"Young Adz,YoungAdz,영애즈,영 애즈"
tag_K_350,태그명,Young Do,"Young Do,YoungDo,영도"
Nam_R_363,아티스트명,Young K,"Young K,YoungK,영 케이,영케이"
Nam_K_207,아티스트명,Young Thug,"Young Thug,YoungThug,영 서그,영서그,영떠그,영 떠그"
Tit_K_670,곡명,Younger,"Younger,영거"
tag_K_351,태그명,Youngjae,"Youngjae,영재"
tag_K_352,태그명,YoungK,"YoungK,영케이,DAY6,데이식스"
Tit_K_671,곡명,your,"your,유어,유얼"
Tit_R_923,곡명,you're,"you're,유얼,유아"
Tit_R_924,곡명,Yours,"Yours,유얼스,유어스"
Tit_K_672,곡명,Yourself,"Yourself,유어셀프"
